timestep_in_window,perm_imp_mae,std
10,30349.161328125003,631.6092951722978
11,22572.771484375,204.8483698855702
9,14737.241796875001,76.59460075612533
8,6036.712890625,116.52162432066493
7,1549.033203125,47.01899984512162
0,-131.90898437500073,2.2104586909760875
1,-330.92929687500146,4.81229444188634
6,-346.736328125,24.06190907731189
2,-541.2523437499985,4.9091945719450605
3,-762.359375,5.819733087770489
5,-878.5804687499985,31.543557666715994
4,-959.37109375,17.882013825546363
